onset	duration	stimulus	Var4
4	2	127	animal
8	2	215	tool
12	2	129	animal
16	2	213	tool
20	2	218	tool
28	2	118	animal
32	2	109	animal
40	2	211	tool
44	2	230	tool
52	2	212	tool
56	2	103	animal
64	2	119	animal
76	2	218	tool
80	2	212	tool
84	2	127	animal
88	2	213	tool
92	2	211	tool
96	2	215	tool
104	2	119	animal
108	2	230	tool
116	2	129	animal
120	2	118	animal
124	2	109	animal
132	2	103	animal
148	2	109	animal
152	2	213	tool
156	2	212	tool
160	2	211	tool
172	2	127	animal
176	2	215	tool
184	2	118	animal
188	2	129	animal
192	2	230	tool
200	2	218	tool
204	2	103	animal
208	2	119	animal
224	2	103	animal
228	2	230	tool
236	2	119	animal
240	2	212	tool
244	2	215	tool
248	2	118	animal
252	2	211	tool
264	2	218	tool
268	2	109	animal
272	2	129	animal
276	2	213	tool
280	2	127	animal
