onset	duration	stimulus	Var4
0	2	114	animal
8	2	126	animal
16	2	226	tool
24	2	203	tool
32	2	221	tool
40	2	115	animal
48	2	224	tool
56	2	121	animal
64	2	227	tool
72	2	111	animal
80	2	214	tool
88	2	101	animal
96	2	121	animal
104	2	115	animal
112	2	221	tool
120	2	203	tool
128	2	224	tool
136	2	111	animal
144	2	101	animal
152	2	126	animal
160	2	227	tool
168	2	114	animal
176	2	214	tool
184	2	226	tool
192	2	121	animal
200	2	114	animal
208	2	224	tool
216	2	227	tool
224	2	101	animal
232	2	221	tool
240	2	111	animal
248	2	214	tool
256	2	226	tool
264	2	115	animal
272	2	203	tool
280	2	126	animal
