onset	duration	stimulus	Var4
0	2	201	tool
6	2	222	tool
12	2	223	tool
18	2	110	animal
24	2	225	tool
30	2	102	animal
36	2	217	tool
42	2	116	animal
48	2	117	animal
54	2	120	animal
60	2	112	animal
66	2	229	tool
72	2	102	animal
78	2	229	tool
84	2	116	animal
90	2	225	tool
96	2	217	tool
102	2	222	tool
108	2	110	animal
114	2	117	animal
120	2	120	animal
126	2	223	tool
132	2	201	tool
138	2	112	animal
144	2	110	animal
150	2	217	tool
156	2	112	animal
162	2	116	animal
168	2	102	animal
174	2	223	tool
180	2	229	tool
186	2	120	animal
192	2	225	tool
198	2	201	tool
204	2	117	animal
210	2	222	tool
216	2	120	animal
222	2	117	animal
228	2	229	tool
234	2	112	animal
240	2	102	animal
246	2	116	animal
252	2	222	tool
258	2	110	animal
264	2	223	tool
270	2	225	tool
276	2	217	tool
282	2	201	tool
