onset	duration	stimulus	Var4
4	2	127	animal
8	2	103	animal
16	2	109	animal
20	2	211	tool
24	2	212	tool
32	2	213	tool
36	2	215	tool
40	2	118	animal
44	2	129	animal
52	2	218	tool
56	2	119	animal
64	2	230	tool
76	2	212	tool
80	2	109	animal
92	2	119	animal
100	2	129	animal
104	2	218	tool
108	2	213	tool
112	2	211	tool
120	2	230	tool
124	2	118	animal
128	2	215	tool
132	2	103	animal
136	2	127	animal
148	2	103	animal
152	2	109	animal
160	2	230	tool
168	2	212	tool
172	2	213	tool
176	2	127	animal
180	2	129	animal
188	2	211	tool
192	2	218	tool
196	2	119	animal
200	2	215	tool
204	2	118	animal
220	2	118	animal
228	2	218	tool
232	2	103	animal
236	2	129	animal
240	2	127	animal
248	2	212	tool
252	2	211	tool
256	2	109	animal
260	2	215	tool
264	2	119	animal
268	2	213	tool
272	2	230	tool
