onset	duration	stimulus	Var4
0	2	101	animal
8	2	121	animal
16	2	214	tool
24	2	111	animal
32	2	115	animal
40	2	221	tool
48	2	114	animal
56	2	126	animal
64	2	227	tool
72	2	226	tool
80	2	224	tool
88	2	203	tool
96	2	227	tool
104	2	101	animal
112	2	126	animal
120	2	114	animal
128	2	224	tool
136	2	221	tool
144	2	111	animal
152	2	214	tool
160	2	226	tool
168	2	121	animal
176	2	203	tool
184	2	115	animal
192	2	224	tool
200	2	126	animal
208	2	121	animal
216	2	115	animal
224	2	114	animal
232	2	227	tool
240	2	214	tool
248	2	226	tool
256	2	111	animal
264	2	221	tool
272	2	101	animal
280	2	203	tool
