onset	duration	stimulus	Var4
0	2	225	tool
6	2	120	animal
12	2	102	animal
18	2	217	tool
24	2	117	animal
30	2	112	animal
36	2	201	tool
42	2	229	tool
48	2	223	tool
54	2	110	animal
60	2	116	animal
66	2	222	tool
72	2	223	tool
78	2	225	tool
84	2	229	tool
90	2	112	animal
96	2	117	animal
102	2	201	tool
108	2	217	tool
114	2	222	tool
120	2	116	animal
126	2	120	animal
132	2	102	animal
138	2	110	animal
144	2	217	tool
150	2	116	animal
156	2	223	tool
162	2	229	tool
168	2	201	tool
174	2	102	animal
180	2	112	animal
186	2	225	tool
192	2	117	animal
198	2	120	animal
204	2	222	tool
210	2	110	animal
216	2	225	tool
222	2	110	animal
228	2	117	animal
234	2	229	tool
240	2	102	animal
246	2	222	tool
252	2	223	tool
258	2	120	animal
264	2	217	tool
270	2	201	tool
276	2	116	animal
282	2	112	animal
