onset	duration	stimulus	Var4
0	2	218	tool
6	2	108	animal
12	2	116	animal
18	2	209	tool
24	2	220	tool
30	2	106	animal
36	2	101	animal
42	2	119	animal
48	2	115	animal
54	2	216	tool
60	2	224	tool
66	2	215	tool
72	2	220	tool
78	2	209	tool
84	2	115	animal
90	2	108	animal
96	2	101	animal
102	2	106	animal
108	2	216	tool
114	2	116	animal
120	2	218	tool
126	2	224	tool
132	2	119	animal
138	2	215	tool
144	2	108	animal
150	2	220	tool
156	2	101	animal
162	2	115	animal
168	2	224	tool
174	2	209	tool
180	2	106	animal
186	2	218	tool
192	2	216	tool
198	2	119	animal
204	2	116	animal
210	2	215	tool
216	2	224	tool
222	2	101	animal
228	2	220	tool
234	2	215	tool
240	2	119	animal
246	2	108	animal
252	2	115	animal
258	2	106	animal
264	2	209	tool
270	2	218	tool
276	2	216	tool
282	2	116	animal
