onset	duration	stimulus	Var4
4	2	121	animal
8	2	203	tool
12	2	114	animal
20	2	217	tool
24	2	104	animal
28	2	109	animal
32	2	112	animal
36	2	126	animal
44	2	213	tool
48	2	201	tool
60	2	222	tool
64	2	210	tool
80	2	201	tool
84	2	203	tool
92	2	121	animal
96	2	114	animal
100	2	217	tool
104	2	109	animal
116	2	104	animal
120	2	210	tool
124	2	222	tool
128	2	112	animal
132	2	213	tool
136	2	126	animal
148	2	213	tool
152	2	114	animal
156	2	104	animal
160	2	203	tool
164	2	201	tool
168	2	210	tool
180	2	112	animal
184	2	222	tool
192	2	126	animal
196	2	217	tool
200	2	109	animal
208	2	121	animal
220	2	201	tool
228	2	213	tool
232	2	121	animal
244	2	217	tool
248	2	222	tool
252	2	109	animal
256	2	126	animal
260	2	112	animal
264	2	203	tool
268	2	114	animal
272	2	104	animal
280	2	210	tool
