onset	duration	stimulus	Var4
0	2	218	tool
6	2	224	tool
12	2	119	animal
18	2	209	tool
24	2	108	animal
30	2	215	tool
36	2	220	tool
42	2	106	animal
48	2	115	animal
54	2	216	tool
60	2	101	animal
66	2	116	animal
72	2	115	animal
78	2	224	tool
84	2	116	animal
90	2	220	tool
96	2	106	animal
102	2	101	animal
108	2	218	tool
114	2	216	tool
120	2	108	animal
126	2	119	animal
132	2	209	tool
138	2	215	tool
144	2	216	tool
150	2	215	tool
156	2	218	tool
162	2	209	tool
168	2	101	animal
174	2	116	animal
180	2	106	animal
186	2	224	tool
192	2	119	animal
198	2	220	tool
204	2	108	animal
210	2	115	animal
216	2	220	tool
222	2	119	animal
228	2	101	animal
234	2	116	animal
240	2	215	tool
246	2	218	tool
252	2	115	animal
258	2	209	tool
264	2	108	animal
270	2	216	tool
276	2	106	animal
282	2	224	tool
