onset	duration	stimulus	Var4
4	2	105	animal
8	2	222	tool
12	2	218	tool
20	2	127	animal
24	2	223	tool
32	2	104	animal
36	2	209	tool
40	2	121	animal
48	2	130	animal
52	2	203	tool
56	2	102	animal
60	2	227	tool
80	2	223	tool
84	2	203	tool
88	2	218	tool
92	2	227	tool
96	2	130	animal
100	2	127	animal
104	2	104	animal
112	2	209	tool
120	2	102	animal
128	2	222	tool
132	2	105	animal
136	2	121	animal
148	2	222	tool
156	2	127	animal
160	2	105	animal
164	2	102	animal
172	2	121	animal
176	2	203	tool
180	2	227	tool
184	2	223	tool
192	2	218	tool
196	2	130	animal
204	2	209	tool
208	2	104	animal
224	2	102	animal
228	2	209	tool
236	2	223	tool
240	2	222	tool
244	2	218	tool
248	2	121	animal
252	2	104	animal
256	2	227	tool
260	2	127	animal
264	2	105	animal
268	2	130	animal
280	2	203	tool
