onset	duration	stimulus	Var4
0	2	123	animal
10	2	212	tool
20	2	122	animal
30	2	125	animal
40	2	124	animal
50	2	117	animal
60	2	206	tool
70	2	211	tool
80	2	201	tool
90	2	226	tool
100	2	217	tool
110	2	112	animal
120	2	206	tool
130	2	226	tool
140	2	217	tool
150	2	112	animal
160	2	123	animal
170	2	117	animal
180	2	201	tool
190	2	122	animal
200	2	124	animal
210	2	212	tool
220	2	125	animal
230	2	211	tool
