onset	duration	stimulus	Var4
0	2	120	animal
8	2	103	animal
16	2	101	animal
24	2	207	tool
32	2	214	tool
40	2	229	tool
48	2	202	tool
56	2	116	animal
64	2	119	animal
72	2	128	animal
80	2	220	tool
88	2	221	tool
96	2	202	tool
104	2	207	tool
112	2	229	tool
120	2	103	animal
128	2	120	animal
136	2	101	animal
144	2	221	tool
152	2	128	animal
160	2	119	animal
168	2	220	tool
176	2	214	tool
184	2	116	animal
192	2	214	tool
200	2	207	tool
208	2	101	animal
216	2	120	animal
224	2	103	animal
232	2	202	tool
240	2	116	animal
248	2	119	animal
256	2	229	tool
264	2	128	animal
272	2	221	tool
280	2	220	tool
