onset	duration	stimulus	Var4
8	2	218	tool
12	2	102	animal
16	2	105	animal
20	2	209	tool
24	2	222	tool
28	2	104	animal
32	2	127	animal
36	2	130	animal
40	2	223	tool
52	2	203	tool
60	2	227	tool
64	2	121	animal
80	2	105	animal
88	2	130	animal
92	2	222	tool
96	2	121	animal
100	2	223	tool
104	2	203	tool
108	2	102	animal
112	2	209	tool
120	2	127	animal
124	2	218	tool
128	2	227	tool
132	2	104	animal
148	2	203	tool
152	2	222	tool
160	2	130	animal
164	2	223	tool
168	2	227	tool
172	2	104	animal
176	2	102	animal
180	2	127	animal
184	2	105	animal
200	2	218	tool
204	2	209	tool
208	2	121	animal
224	2	102	animal
228	2	130	animal
232	2	227	tool
236	2	105	animal
240	2	209	tool
244	2	218	tool
248	2	223	tool
252	2	121	animal
256	2	222	tool
260	2	104	animal
268	2	203	tool
276	2	127	animal
