onset	duration	stimulus	Var4
0	2	117	animal
6	2	123	animal
12	2	224	tool
18	2	217	tool
24	2	204	tool
30	2	226	tool
36	2	230	tool
42	2	213	tool
48	2	105	animal
54	2	119	animal
60	2	111	animal
66	2	110	animal
72	2	119	animal
78	2	111	animal
84	2	105	animal
90	2	213	tool
96	2	224	tool
102	2	110	animal
108	2	117	animal
114	2	226	tool
120	2	230	tool
126	2	123	animal
132	2	217	tool
138	2	204	tool
144	2	123	animal
150	2	105	animal
156	2	224	tool
162	2	217	tool
168	2	111	animal
174	2	117	animal
180	2	204	tool
186	2	213	tool
192	2	226	tool
198	2	230	tool
204	2	110	animal
210	2	119	animal
216	2	224	tool
222	2	204	tool
228	2	213	tool
234	2	123	animal
240	2	230	tool
246	2	105	animal
252	2	226	tool
258	2	217	tool
264	2	110	animal
270	2	117	animal
276	2	119	animal
282	2	111	animal
