onset	duration	stimulus	Var4
0	2	129	animal
12	2	108	animal
24	2	121	animal
36	2	113	animal
48	2	214	tool
60	2	228	tool
72	2	125	animal
84	2	218	tool
96	2	206	tool
108	2	130	animal
120	2	207	tool
132	2	220	tool
144	2	207	tool
156	2	113	animal
168	2	214	tool
180	2	220	tool
192	2	129	animal
204	2	206	tool
216	2	218	tool
228	2	125	animal
240	2	121	animal
252	2	130	animal
264	2	108	animal
276	2	228	tool
