onset	duration	stimulus	Var4
0	2	222	tool
8	2	128	animal
16	2	210	tool
24	2	118	animal
32	2	215	tool
40	2	202	tool
48	2	101	animal
56	2	124	animal
64	2	209	tool
72	2	107	animal
80	2	120	animal
88	2	216	tool
96	2	101	animal
104	2	202	tool
112	2	128	animal
120	2	120	animal
128	2	222	tool
136	2	118	animal
144	2	215	tool
152	2	124	animal
160	2	210	tool
168	2	107	animal
176	2	209	tool
184	2	216	tool
192	2	101	animal
200	2	128	animal
208	2	215	tool
216	2	107	animal
224	2	124	animal
232	2	120	animal
240	2	222	tool
248	2	202	tool
256	2	209	tool
264	2	118	animal
272	2	210	tool
280	2	216	tool
