onset	duration	stimulus	Var4
4	2	211	tool
8	2	106	animal
12	2	103	animal
16	2	223	tool
20	2	205	tool
24	2	104	animal
28	2	112	animal
40	2	219	tool
44	2	127	animal
52	2	201	tool
60	2	221	tool
64	2	115	animal
84	2	112	animal
88	2	221	tool
92	2	115	animal
96	2	205	tool
100	2	219	tool
104	2	223	tool
108	2	211	tool
112	2	103	animal
120	2	106	animal
128	2	201	tool
132	2	127	animal
136	2	104	animal
148	2	112	animal
156	2	223	tool
164	2	115	animal
168	2	201	tool
172	2	205	tool
176	2	221	tool
180	2	104	animal
184	2	127	animal
196	2	211	tool
200	2	103	animal
204	2	106	animal
208	2	219	tool
220	2	205	tool
224	2	106	animal
232	2	221	tool
236	2	115	animal
240	2	223	tool
252	2	103	animal
256	2	219	tool
260	2	211	tool
268	2	127	animal
272	2	104	animal
276	2	201	tool
280	2	112	animal
