onset	duration	stimulus	Var4
0	2	125	animal
12	2	222	tool
24	2	206	tool
36	2	220	tool
48	2	113	animal
60	2	230	tool
72	2	118	animal
84	2	109	animal
96	2	105	animal
108	2	228	tool
120	2	117	animal
132	2	208	tool
144	2	230	tool
156	2	105	animal
168	2	208	tool
180	2	125	animal
192	2	117	animal
204	2	206	tool
216	2	228	tool
228	2	113	animal
240	2	222	tool
252	2	220	tool
264	2	118	animal
276	2	109	animal
