onset	duration	stimulus	Var4
0	2	214	tool
6	2	209	tool
12	2	223	tool
18	2	128	animal
24	2	222	tool
30	2	126	animal
36	2	106	animal
42	2	120	animal
48	2	119	animal
54	2	108	animal
60	2	210	tool
66	2	207	tool
72	2	128	animal
78	2	207	tool
84	2	210	tool
90	2	119	animal
96	2	108	animal
102	2	209	tool
108	2	106	animal
114	2	120	animal
120	2	222	tool
126	2	223	tool
132	2	214	tool
138	2	126	animal
144	2	128	animal
150	2	108	animal
156	2	223	tool
162	2	119	animal
168	2	210	tool
174	2	214	tool
180	2	106	animal
186	2	207	tool
192	2	120	animal
198	2	209	tool
204	2	222	tool
210	2	126	animal
216	2	222	tool
222	2	106	animal
228	2	207	tool
234	2	214	tool
240	2	223	tool
246	2	126	animal
252	2	120	animal
258	2	210	tool
264	2	209	tool
270	2	119	animal
276	2	128	animal
282	2	108	animal
