onset	duration	stimulus	Var4
0	2	125	animal
8	2	107	animal
16	2	105	animal
24	2	217	tool
32	2	227	tool
40	2	225	tool
48	2	115	animal
56	2	118	animal
64	2	114	animal
72	2	224	tool
80	2	218	tool
88	2	201	tool
96	2	218	tool
104	2	224	tool
112	2	201	tool
120	2	115	animal
128	2	125	animal
136	2	225	tool
144	2	105	animal
152	2	217	tool
160	2	118	animal
168	2	227	tool
176	2	107	animal
184	2	114	animal
192	2	225	tool
200	2	115	animal
208	2	125	animal
216	2	227	tool
224	2	224	tool
232	2	105	animal
240	2	114	animal
248	2	118	animal
256	2	217	tool
264	2	107	animal
272	2	201	tool
280	2	218	tool
