onset	duration	stimulus	Var4
4	2	121	animal
8	2	214	tool
12	2	211	tool
16	2	125	animal
28	2	224	tool
36	2	123	animal
40	2	120	animal
44	2	126	animal
48	2	201	tool
52	2	106	animal
56	2	219	tool
64	2	226	tool
76	2	120	animal
80	2	126	animal
96	2	123	animal
100	2	224	tool
108	2	106	animal
112	2	214	tool
116	2	201	tool
120	2	219	tool
124	2	226	tool
128	2	121	animal
132	2	211	tool
136	2	125	animal
148	2	120	animal
156	2	224	tool
168	2	106	animal
172	2	126	animal
176	2	211	tool
180	2	214	tool
188	2	226	tool
192	2	201	tool
196	2	219	tool
200	2	121	animal
204	2	123	animal
208	2	125	animal
220	2	226	tool
224	2	125	animal
228	2	126	animal
232	2	123	animal
236	2	201	tool
240	2	120	animal
248	2	211	tool
256	2	106	animal
260	2	121	animal
268	2	214	tool
272	2	224	tool
280	2	219	tool
