onset	duration	stimulus	Var4
0	2	124	animal
6	2	119	animal
12	2	223	tool
18	2	117	animal
24	2	230	tool
30	2	202	tool
36	2	129	animal
42	2	127	animal
48	2	208	tool
54	2	105	animal
60	2	206	tool
66	2	221	tool
72	2	208	tool
78	2	124	animal
84	2	202	tool
90	2	129	animal
96	2	119	animal
102	2	221	tool
108	2	105	animal
114	2	127	animal
120	2	206	tool
126	2	230	tool
132	2	117	animal
138	2	223	tool
144	2	119	animal
150	2	223	tool
156	2	124	animal
162	2	230	tool
168	2	208	tool
174	2	117	animal
180	2	105	animal
186	2	206	tool
192	2	127	animal
198	2	129	animal
204	2	202	tool
210	2	221	tool
216	2	117	animal
222	2	124	animal
228	2	105	animal
234	2	129	animal
240	2	223	tool
246	2	230	tool
252	2	208	tool
258	2	127	animal
264	2	221	tool
270	2	202	tool
276	2	119	animal
282	2	206	tool
