onset	duration	stimulus	Var4
0	2	122	animal
8	2	130	animal
16	2	205	tool
24	2	128	animal
32	2	213	tool
40	2	209	tool
48	2	228	tool
56	2	118	animal
64	2	102	animal
72	2	217	tool
80	2	229	tool
88	2	101	animal
96	2	130	animal
104	2	229	tool
112	2	213	tool
120	2	122	animal
128	2	217	tool
136	2	205	tool
144	2	209	tool
152	2	228	tool
160	2	101	animal
168	2	102	animal
176	2	118	animal
184	2	128	animal
192	2	209	tool
200	2	128	animal
208	2	118	animal
216	2	229	tool
224	2	122	animal
232	2	130	animal
240	2	102	animal
248	2	205	tool
256	2	228	tool
264	2	213	tool
272	2	101	animal
280	2	217	tool
