onset	duration	stimulus	Var4
0	2	217	tool
8	2	205	tool
16	2	228	tool
24	2	130	animal
32	2	118	animal
40	2	122	animal
48	2	128	animal
56	2	229	tool
64	2	209	tool
72	2	102	animal
80	2	101	animal
88	2	213	tool
96	2	118	animal
104	2	217	tool
112	2	205	tool
120	2	209	tool
128	2	213	tool
136	2	229	tool
144	2	101	animal
152	2	122	animal
160	2	128	animal
168	2	130	animal
176	2	228	tool
184	2	102	animal
192	2	122	animal
200	2	217	tool
208	2	101	animal
216	2	130	animal
224	2	128	animal
232	2	205	tool
240	2	102	animal
248	2	209	tool
256	2	228	tool
264	2	229	tool
272	2	118	animal
280	2	213	tool
