onset	duration	stimulus	Var4
4	2	126	animal
8	2	120	animal
12	2	117	animal
20	2	108	animal
24	2	227	tool
32	2	114	animal
36	2	208	tool
44	2	101	animal
48	2	210	tool
52	2	201	tool
56	2	226	tool
64	2	219	tool
76	2	120	animal
84	2	114	animal
88	2	227	tool
100	2	126	animal
104	2	208	tool
108	2	210	tool
112	2	226	tool
120	2	201	tool
124	2	117	animal
128	2	101	animal
132	2	219	tool
136	2	108	animal
148	2	219	tool
152	2	117	animal
156	2	210	tool
160	2	101	animal
164	2	208	tool
168	2	226	tool
172	2	201	tool
180	2	108	animal
188	2	227	tool
200	2	120	animal
204	2	126	animal
208	2	114	animal
220	2	108	animal
224	2	126	animal
228	2	210	tool
232	2	101	animal
240	2	120	animal
244	2	208	tool
248	2	117	animal
256	2	219	tool
260	2	227	tool
264	2	226	tool
272	2	114	animal
280	2	201	tool
