onset	duration	stimulus	Var4
4	2	114	animal
8	2	108	animal
12	2	101	animal
16	2	219	tool
20	2	120	animal
24	2	208	tool
28	2	210	tool
32	2	117	animal
40	2	227	tool
44	2	226	tool
56	2	126	animal
60	2	201	tool
80	2	208	tool
84	2	227	tool
88	2	126	animal
100	2	201	tool
104	2	219	tool
108	2	114	animal
112	2	210	tool
116	2	117	animal
120	2	108	animal
124	2	101	animal
128	2	226	tool
132	2	120	animal
148	2	210	tool
152	2	226	tool
156	2	101	animal
164	2	126	animal
168	2	201	tool
172	2	120	animal
176	2	227	tool
180	2	114	animal
188	2	208	tool
196	2	117	animal
204	2	108	animal
208	2	219	tool
224	2	208	tool
228	2	210	tool
232	2	201	tool
240	2	227	tool
244	2	126	animal
248	2	101	animal
252	2	114	animal
264	2	108	animal
268	2	117	animal
272	2	226	tool
276	2	219	tool
280	2	120	animal
