onset	duration	stimulus	Var4
0	2	119	animal
8	2	220	tool
16	2	218	tool
24	2	112	animal
32	2	116	animal
40	2	122	animal
48	2	228	tool
56	2	216	tool
64	2	206	tool
72	2	125	animal
80	2	207	tool
88	2	105	animal
96	2	125	animal
104	2	105	animal
112	2	112	animal
120	2	216	tool
128	2	206	tool
136	2	218	tool
144	2	119	animal
152	2	116	animal
160	2	228	tool
168	2	220	tool
176	2	207	tool
184	2	122	animal
192	2	207	tool
200	2	228	tool
208	2	116	animal
216	2	216	tool
224	2	122	animal
232	2	206	tool
240	2	220	tool
248	2	119	animal
256	2	105	animal
264	2	125	animal
272	2	218	tool
280	2	112	animal
