onset	duration	stimulus	Var4
0	2	201	tool
12	2	207	tool
24	2	127	animal
36	2	110	animal
48	2	121	animal
60	2	116	animal
72	2	206	tool
84	2	102	animal
96	2	216	tool
108	2	105	animal
120	2	203	tool
132	2	225	tool
144	2	127	animal
156	2	110	animal
168	2	102	animal
180	2	206	tool
192	2	201	tool
204	2	116	animal
216	2	105	animal
228	2	121	animal
240	2	207	tool
252	2	203	tool
264	2	225	tool
276	2	216	tool
