onset	duration	stimulus	Var4
0	2	226	tool
6	2	222	tool
12	2	210	tool
18	2	224	tool
24	2	217	tool
30	2	105	animal
36	2	108	animal
42	2	112	animal
48	2	215	tool
54	2	126	animal
60	2	123	animal
66	2	130	animal
72	2	222	tool
78	2	126	animal
84	2	217	tool
90	2	224	tool
96	2	215	tool
102	2	108	animal
108	2	130	animal
114	2	123	animal
120	2	112	animal
126	2	226	tool
132	2	210	tool
138	2	105	animal
144	2	126	animal
150	2	112	animal
156	2	123	animal
162	2	215	tool
168	2	217	tool
174	2	224	tool
180	2	108	animal
186	2	210	tool
192	2	130	animal
198	2	222	tool
204	2	226	tool
210	2	105	animal
216	2	112	animal
222	2	123	animal
228	2	226	tool
234	2	108	animal
240	2	126	animal
246	2	215	tool
252	2	130	animal
258	2	224	tool
264	2	217	tool
270	2	222	tool
276	2	210	tool
282	2	105	animal
