onset	duration	stimulus	Var4
0	2	121	animal
8	2	111	animal
16	2	203	tool
24	2	106	animal
32	2	102	animal
40	2	117	animal
48	2	103	animal
56	2	225	tool
64	2	208	tool
72	2	201	tool
80	2	216	tool
88	2	220	tool
96	2	208	tool
104	2	225	tool
112	2	203	tool
120	2	216	tool
128	2	111	animal
136	2	106	animal
144	2	201	tool
152	2	121	animal
160	2	117	animal
168	2	103	animal
176	2	102	animal
184	2	220	tool
192	2	111	animal
200	2	220	tool
208	2	106	animal
216	2	102	animal
224	2	203	tool
232	2	208	tool
240	2	216	tool
248	2	121	animal
256	2	117	animal
264	2	201	tool
272	2	103	animal
280	2	225	tool
