onset	duration	stimulus	Var4
12	2	104	animal
16	2	114	animal
20	2	122	animal
24	2	202	tool
32	2	129	animal
36	2	221	tool
40	2	110	animal
44	2	227	tool
48	2	204	tool
52	2	214	tool
56	2	223	tool
64	2	116	animal
76	2	221	tool
80	2	227	tool
84	2	114	animal
88	2	214	tool
92	2	116	animal
96	2	122	animal
100	2	110	animal
108	2	223	tool
116	2	202	tool
124	2	204	tool
128	2	129	animal
136	2	104	animal
148	2	221	tool
152	2	214	tool
156	2	110	animal
160	2	116	animal
164	2	114	animal
168	2	129	animal
172	2	227	tool
180	2	104	animal
188	2	202	tool
192	2	223	tool
200	2	122	animal
208	2	204	tool
220	2	104	animal
224	2	223	tool
228	2	214	tool
232	2	114	animal
236	2	122	animal
244	2	110	animal
252	2	116	animal
256	2	227	tool
260	2	129	animal
264	2	202	tool
268	2	204	tool
280	2	221	tool
