onset	duration	stimulus	Var4
4	2	227	tool
12	2	129	animal
16	2	221	tool
20	2	116	animal
28	2	223	tool
32	2	104	animal
36	2	204	tool
40	2	110	animal
48	2	202	tool
52	2	214	tool
56	2	114	animal
60	2	122	animal
76	2	202	tool
80	2	227	tool
84	2	204	tool
88	2	114	animal
96	2	129	animal
100	2	221	tool
112	2	214	tool
116	2	116	animal
120	2	104	animal
124	2	122	animal
132	2	110	animal
136	2	223	tool
152	2	116	animal
156	2	227	tool
164	2	214	tool
168	2	204	tool
172	2	110	animal
176	2	202	tool
188	2	129	animal
192	2	104	animal
196	2	223	tool
200	2	114	animal
204	2	221	tool
208	2	122	animal
220	2	116	animal
224	2	129	animal
228	2	114	animal
232	2	202	tool
240	2	104	animal
244	2	122	animal
248	2	223	tool
252	2	214	tool
260	2	227	tool
268	2	110	animal
272	2	204	tool
276	2	221	tool
