onset	duration	stimulus	Var4
0	2	121	animal
8	2	203	tool
16	2	220	tool
24	2	216	tool
32	2	225	tool
40	2	201	tool
48	2	106	animal
56	2	102	animal
64	2	111	animal
72	2	117	animal
80	2	103	animal
88	2	208	tool
96	2	220	tool
104	2	203	tool
112	2	121	animal
120	2	201	tool
128	2	225	tool
136	2	117	animal
144	2	208	tool
152	2	106	animal
160	2	102	animal
168	2	111	animal
176	2	216	tool
184	2	103	animal
192	2	220	tool
200	2	216	tool
208	2	111	animal
216	2	103	animal
224	2	203	tool
232	2	102	animal
240	2	106	animal
248	2	117	animal
256	2	201	tool
264	2	208	tool
272	2	121	animal
280	2	225	tool
