onset	duration	stimulus	Var4
0	2	221	tool
8	2	122	animal
16	2	227	tool
24	2	107	animal
32	2	120	animal
40	2	114	animal
48	2	202	tool
56	2	217	tool
64	2	229	tool
72	2	213	tool
80	2	103	animal
88	2	101	animal
96	2	213	tool
104	2	227	tool
112	2	120	animal
120	2	122	animal
128	2	217	tool
136	2	103	animal
144	2	202	tool
152	2	221	tool
160	2	107	animal
168	2	114	animal
176	2	229	tool
184	2	101	animal
192	2	202	tool
200	2	120	animal
208	2	221	tool
216	2	114	animal
224	2	229	tool
232	2	217	tool
240	2	227	tool
248	2	103	animal
256	2	213	tool
264	2	122	animal
272	2	107	animal
280	2	101	animal
