onset	duration	stimulus	Var4
0	2	118	animal
6	2	130	animal
12	2	125	animal
18	2	109	animal
24	2	228	tool
30	2	211	tool
36	2	209	tool
42	2	112	animal
48	2	215	tool
54	2	230	tool
60	2	106	animal
66	2	222	tool
72	2	118	animal
78	2	230	tool
84	2	209	tool
90	2	109	animal
96	2	211	tool
102	2	215	tool
108	2	106	animal
114	2	112	animal
120	2	228	tool
126	2	222	tool
132	2	130	animal
138	2	125	animal
144	2	130	animal
150	2	106	animal
156	2	209	tool
162	2	222	tool
168	2	112	animal
174	2	215	tool
180	2	118	animal
186	2	230	tool
192	2	211	tool
198	2	109	animal
204	2	125	animal
210	2	228	tool
216	2	222	tool
222	2	109	animal
228	2	130	animal
234	2	211	tool
240	2	230	tool
246	2	215	tool
252	2	106	animal
258	2	125	animal
264	2	112	animal
270	2	118	animal
276	2	228	tool
282	2	209	tool
