onset	duration	stimulus	Var4
4	2	214	tool
8	2	115	animal
12	2	204	tool
24	2	205	tool
28	2	218	tool
32	2	224	tool
36	2	128	animal
40	2	108	animal
48	2	119	animal
52	2	226	tool
60	2	126	animal
64	2	117	animal
76	2	205	tool
84	2	226	tool
92	2	218	tool
96	2	117	animal
100	2	214	tool
104	2	126	animal
108	2	108	animal
112	2	128	animal
116	2	119	animal
120	2	115	animal
128	2	204	tool
132	2	224	tool
148	2	119	animal
152	2	108	animal
156	2	218	tool
160	2	214	tool
164	2	115	animal
168	2	224	tool
172	2	204	tool
176	2	205	tool
180	2	126	animal
188	2	117	animal
192	2	226	tool
196	2	128	animal
224	2	205	tool
228	2	226	tool
236	2	224	tool
240	2	115	animal
244	2	218	tool
248	2	108	animal
252	2	128	animal
264	2	119	animal
268	2	204	tool
272	2	117	animal
276	2	126	animal
280	2	214	tool
