onset	duration	stimulus	Var4
4	2	230	tool
8	2	130	animal
16	2	214	tool
20	2	122	animal
24	2	226	tool
32	2	109	animal
40	2	116	animal
44	2	210	tool
48	2	108	animal
52	2	222	tool
56	2	213	tool
64	2	104	animal
76	2	214	tool
80	2	122	animal
84	2	222	tool
88	2	213	tool
96	2	116	animal
104	2	210	tool
108	2	108	animal
116	2	230	tool
120	2	226	tool
128	2	109	animal
132	2	130	animal
136	2	104	animal
148	2	214	tool
152	2	108	animal
156	2	116	animal
160	2	230	tool
164	2	210	tool
168	2	122	animal
188	2	130	animal
192	2	104	animal
196	2	226	tool
200	2	222	tool
204	2	109	animal
208	2	213	tool
220	2	226	tool
224	2	213	tool
228	2	122	animal
236	2	104	animal
240	2	109	animal
244	2	108	animal
248	2	214	tool
252	2	210	tool
256	2	230	tool
264	2	222	tool
276	2	116	animal
280	2	130	animal
