onset	duration	stimulus	Var4
0	2	209	tool
8	2	125	animal
16	2	103	animal
24	2	114	animal
32	2	107	animal
40	2	217	tool
48	2	221	tool
56	2	223	tool
64	2	127	animal
72	2	101	animal
80	2	224	tool
88	2	220	tool
96	2	221	tool
104	2	107	animal
112	2	127	animal
120	2	103	animal
128	2	220	tool
136	2	223	tool
144	2	101	animal
152	2	114	animal
160	2	125	animal
168	2	224	tool
176	2	217	tool
184	2	209	tool
192	2	223	tool
200	2	125	animal
208	2	101	animal
216	2	220	tool
224	2	114	animal
232	2	107	animal
240	2	209	tool
248	2	103	animal
256	2	217	tool
264	2	224	tool
272	2	127	animal
280	2	221	tool
