onset	duration	stimulus	Var4
0	2	217	tool
8	2	209	tool
16	2	223	tool
24	2	224	tool
32	2	221	tool
40	2	127	animal
48	2	125	animal
56	2	220	tool
64	2	114	animal
72	2	107	animal
80	2	101	animal
88	2	103	animal
96	2	114	animal
104	2	217	tool
112	2	209	tool
120	2	103	animal
128	2	224	tool
136	2	101	animal
144	2	221	tool
152	2	125	animal
160	2	223	tool
168	2	107	animal
176	2	127	animal
184	2	220	tool
192	2	103	animal
200	2	101	animal
208	2	220	tool
216	2	209	tool
224	2	125	animal
232	2	107	animal
240	2	127	animal
248	2	224	tool
256	2	217	tool
264	2	114	animal
272	2	221	tool
280	2	223	tool
