onset	duration	stimulus	Var4
0	2	115	animal
6	2	201	tool
12	2	204	tool
18	2	119	animal
24	2	112	animal
30	2	206	tool
36	2	110	animal
42	2	211	tool
48	2	111	animal
54	2	215	tool
60	2	218	tool
66	2	105	animal
72	2	204	tool
78	2	215	tool
84	2	211	tool
90	2	115	animal
96	2	206	tool
102	2	201	tool
108	2	112	animal
114	2	105	animal
120	2	119	animal
126	2	218	tool
132	2	111	animal
138	2	110	animal
144	2	211	tool
150	2	111	animal
156	2	105	animal
162	2	215	tool
168	2	112	animal
174	2	206	tool
180	2	115	animal
186	2	119	animal
192	2	218	tool
198	2	204	tool
204	2	201	tool
210	2	110	animal
216	2	215	tool
222	2	110	animal
228	2	105	animal
234	2	211	tool
240	2	112	animal
246	2	204	tool
252	2	119	animal
258	2	201	tool
264	2	206	tool
270	2	111	animal
276	2	218	tool
282	2	115	animal
