onset	duration	stimulus	Var4
0	2	112	animal
6	2	110	animal
12	2	218	tool
18	2	201	tool
24	2	204	tool
30	2	215	tool
36	2	206	tool
42	2	115	animal
48	2	211	tool
54	2	105	animal
60	2	111	animal
66	2	119	animal
72	2	215	tool
78	2	211	tool
84	2	111	animal
90	2	115	animal
96	2	105	animal
102	2	119	animal
108	2	201	tool
114	2	204	tool
120	2	110	animal
126	2	206	tool
132	2	112	animal
138	2	218	tool
144	2	215	tool
150	2	211	tool
156	2	112	animal
162	2	111	animal
168	2	218	tool
174	2	105	animal
180	2	201	tool
186	2	204	tool
192	2	115	animal
198	2	110	animal
204	2	206	tool
210	2	119	animal
216	2	204	tool
222	2	119	animal
228	2	110	animal
234	2	215	tool
240	2	211	tool
246	2	105	animal
252	2	218	tool
258	2	111	animal
264	2	201	tool
270	2	112	animal
276	2	115	animal
282	2	206	tool
