onset	duration	stimulus	Var4
8	2	214	tool
16	2	213	tool
20	2	130	animal
24	2	109	animal
28	2	116	animal
32	2	210	tool
40	2	222	tool
44	2	104	animal
48	2	230	tool
52	2	122	animal
60	2	226	tool
64	2	108	animal
80	2	210	tool
84	2	226	tool
88	2	230	tool
92	2	116	animal
96	2	122	animal
104	2	108	animal
112	2	222	tool
116	2	213	tool
120	2	104	animal
124	2	214	tool
132	2	130	animal
136	2	109	animal
152	2	210	tool
156	2	109	animal
160	2	108	animal
164	2	130	animal
168	2	230	tool
172	2	214	tool
176	2	122	animal
180	2	116	animal
188	2	213	tool
192	2	222	tool
200	2	226	tool
204	2	104	animal
220	2	226	tool
224	2	104	animal
228	2	108	animal
236	2	222	tool
240	2	109	animal
248	2	210	tool
252	2	116	animal
260	2	230	tool
264	2	130	animal
268	2	122	animal
276	2	213	tool
280	2	214	tool
