onset	duration	stimulus	Var4
0	2	117	animal
12	2	128	animal
24	2	203	tool
36	2	107	animal
48	2	101	animal
60	2	111	animal
72	2	221	tool
84	2	209	tool
96	2	201	tool
108	2	229	tool
120	2	213	tool
132	2	120	animal
144	2	111	animal
156	2	128	animal
168	2	107	animal
180	2	221	tool
192	2	213	tool
204	2	201	tool
216	2	120	animal
228	2	229	tool
240	2	203	tool
252	2	117	animal
264	2	101	animal
276	2	209	tool
