onset	duration	stimulus	Var4
0	2	206	tool
8	2	209	tool
16	2	116	animal
24	2	111	animal
32	2	128	animal
40	2	105	animal
48	2	113	animal
56	2	224	tool
64	2	218	tool
72	2	203	tool
80	2	207	tool
88	2	118	animal
96	2	207	tool
104	2	116	animal
112	2	128	animal
120	2	113	animal
128	2	105	animal
136	2	224	tool
144	2	118	animal
152	2	206	tool
160	2	218	tool
168	2	111	animal
176	2	203	tool
184	2	209	tool
192	2	224	tool
200	2	128	animal
208	2	116	animal
216	2	209	tool
224	2	207	tool
232	2	206	tool
240	2	218	tool
248	2	105	animal
256	2	203	tool
264	2	113	animal
272	2	111	animal
280	2	118	animal
