onset	duration	stimulus	Var4
0	2	120	animal
6	2	205	tool
12	2	104	animal
18	2	210	tool
24	2	219	tool
30	2	212	tool
36	2	227	tool
42	2	103	animal
48	2	117	animal
54	2	108	animal
60	2	216	tool
66	2	114	animal
72	2	212	tool
78	2	114	animal
84	2	219	tool
90	2	120	animal
96	2	216	tool
102	2	108	animal
108	2	103	animal
114	2	205	tool
120	2	117	animal
126	2	227	tool
132	2	104	animal
138	2	210	tool
144	2	104	animal
150	2	120	animal
156	2	108	animal
162	2	227	tool
168	2	114	animal
174	2	212	tool
180	2	117	animal
186	2	205	tool
192	2	103	animal
198	2	216	tool
204	2	219	tool
210	2	210	tool
216	2	114	animal
222	2	227	tool
228	2	216	tool
234	2	104	animal
240	2	108	animal
246	2	210	tool
252	2	117	animal
258	2	205	tool
264	2	120	animal
270	2	219	tool
276	2	212	tool
282	2	103	animal
