onset	duration	stimulus	Var4
0	2	209	tool
6	2	121	animal
12	2	130	animal
18	2	223	tool
24	2	127	animal
30	2	120	animal
36	2	103	animal
42	2	224	tool
48	2	201	tool
54	2	101	animal
60	2	206	tool
66	2	218	tool
72	2	121	animal
78	2	101	animal
84	2	223	tool
90	2	218	tool
96	2	201	tool
102	2	130	animal
108	2	206	tool
114	2	103	animal
120	2	224	tool
126	2	127	animal
132	2	209	tool
138	2	120	animal
144	2	103	animal
150	2	201	tool
156	2	120	animal
162	2	130	animal
168	2	127	animal
174	2	121	animal
180	2	101	animal
186	2	224	tool
192	2	223	tool
198	2	206	tool
204	2	218	tool
210	2	209	tool
216	2	120	animal
222	2	224	tool
228	2	127	animal
234	2	121	animal
240	2	103	animal
246	2	223	tool
252	2	218	tool
258	2	130	animal
264	2	101	animal
270	2	201	tool
276	2	209	tool
282	2	206	tool
