onset	duration	stimulus	Var4
0	2	124	animal
8	2	228	tool
16	2	210	tool
24	2	105	animal
32	2	113	animal
40	2	114	animal
48	2	217	tool
56	2	129	animal
64	2	111	animal
72	2	220	tool
80	2	202	tool
88	2	213	tool
96	2	228	tool
104	2	210	tool
112	2	113	animal
120	2	220	tool
128	2	202	tool
136	2	217	tool
144	2	111	animal
152	2	213	tool
160	2	105	animal
168	2	114	animal
176	2	124	animal
184	2	129	animal
192	2	202	tool
200	2	105	animal
208	2	129	animal
216	2	114	animal
224	2	210	tool
232	2	228	tool
240	2	111	animal
248	2	113	animal
256	2	213	tool
264	2	220	tool
272	2	124	animal
280	2	217	tool
