onset	duration	stimulus	Var4
4	2	208	tool
8	2	229	tool
16	2	115	animal
20	2	126	animal
24	2	104	animal
28	2	112	animal
32	2	212	tool
36	2	227	tool
44	2	128	animal
48	2	222	tool
56	2	109	animal
60	2	204	tool
80	2	128	animal
88	2	222	tool
92	2	104	animal
100	2	208	tool
104	2	212	tool
108	2	229	tool
112	2	227	tool
116	2	112	animal
120	2	126	animal
124	2	109	animal
132	2	115	animal
136	2	204	tool
152	2	227	tool
156	2	208	tool
160	2	128	animal
164	2	204	tool
168	2	229	tool
172	2	115	animal
176	2	126	animal
180	2	112	animal
188	2	109	animal
192	2	222	tool
196	2	104	animal
200	2	212	tool
224	2	112	animal
228	2	227	tool
232	2	115	animal
240	2	208	tool
244	2	212	tool
248	2	128	animal
252	2	109	animal
260	2	229	tool
264	2	104	animal
268	2	126	animal
276	2	204	tool
280	2	222	tool
