onset	duration	stimulus	Var4
0	2	220	tool
8	2	202	tool
16	2	217	tool
24	2	228	tool
32	2	105	animal
40	2	210	tool
48	2	213	tool
56	2	124	animal
64	2	129	animal
72	2	114	animal
80	2	111	animal
88	2	113	animal
96	2	228	tool
104	2	105	animal
112	2	129	animal
120	2	213	tool
128	2	124	animal
136	2	220	tool
144	2	111	animal
152	2	210	tool
160	2	217	tool
168	2	113	animal
176	2	202	tool
184	2	114	animal
192	2	220	tool
200	2	228	tool
208	2	111	animal
216	2	213	tool
224	2	217	tool
232	2	202	tool
240	2	114	animal
248	2	113	animal
256	2	129	animal
264	2	124	animal
272	2	105	animal
280	2	210	tool
