onset	duration	stimulus	Var4
0	2	209	tool
6	2	201	tool
12	2	224	tool
18	2	103	animal
24	2	101	animal
30	2	223	tool
36	2	121	animal
42	2	130	animal
48	2	127	animal
54	2	206	tool
60	2	218	tool
66	2	120	animal
72	2	127	animal
78	2	130	animal
84	2	206	tool
90	2	201	tool
96	2	223	tool
102	2	218	tool
108	2	224	tool
114	2	101	animal
120	2	209	tool
126	2	120	animal
132	2	121	animal
138	2	103	animal
144	2	209	tool
150	2	103	animal
156	2	130	animal
162	2	121	animal
168	2	218	tool
174	2	201	tool
180	2	206	tool
186	2	223	tool
192	2	120	animal
198	2	101	animal
204	2	224	tool
210	2	127	animal
216	2	121	animal
222	2	130	animal
228	2	120	animal
234	2	209	tool
240	2	224	tool
246	2	201	tool
252	2	101	animal
258	2	103	animal
264	2	223	tool
270	2	206	tool
276	2	218	tool
282	2	127	animal
