onset	duration	stimulus	Var4
0	2	218	tool
6	2	127	animal
12	2	102	animal
18	2	212	tool
24	2	124	animal
30	2	213	tool
36	2	203	tool
42	2	210	tool
48	2	113	animal
54	2	109	animal
60	2	222	tool
66	2	116	animal
72	2	113	animal
78	2	222	tool
84	2	218	tool
90	2	210	tool
96	2	124	animal
102	2	109	animal
108	2	116	animal
114	2	127	animal
120	2	102	animal
126	2	212	tool
132	2	213	tool
138	2	203	tool
144	2	116	animal
150	2	218	tool
156	2	222	tool
162	2	127	animal
168	2	124	animal
174	2	212	tool
180	2	109	animal
186	2	102	animal
192	2	210	tool
198	2	203	tool
204	2	113	animal
210	2	213	tool
216	2	218	tool
222	2	109	animal
228	2	213	tool
234	2	210	tool
240	2	222	tool
246	2	212	tool
252	2	127	animal
258	2	116	animal
264	2	124	animal
270	2	102	animal
276	2	203	tool
282	2	113	animal
