onset	duration	stimulus	Var4
12	2	229	tool
16	2	208	tool
24	2	121	animal
28	2	122	animal
32	2	205	tool
36	2	107	animal
40	2	103	animal
44	2	123	animal
48	2	220	tool
56	2	202	tool
60	2	211	tool
64	2	129	animal
80	2	103	animal
84	2	220	tool
88	2	202	tool
92	2	208	tool
100	2	229	tool
104	2	107	animal
108	2	121	animal
112	2	211	tool
124	2	205	tool
128	2	122	animal
132	2	129	animal
136	2	123	animal
148	2	208	tool
152	2	122	animal
156	2	107	animal
160	2	129	animal
164	2	103	animal
172	2	202	tool
176	2	121	animal
180	2	211	tool
188	2	123	animal
196	2	229	tool
200	2	205	tool
204	2	220	tool
220	2	220	tool
224	2	122	animal
228	2	229	tool
232	2	202	tool
240	2	121	animal
244	2	123	animal
252	2	103	animal
260	2	211	tool
264	2	107	animal
272	2	129	animal
276	2	205	tool
280	2	208	tool
