onset	duration	stimulus	Var4
0	2	213	tool
6	2	109	animal
12	2	218	tool
18	2	116	animal
24	2	127	animal
30	2	113	animal
36	2	203	tool
42	2	212	tool
48	2	210	tool
54	2	102	animal
60	2	124	animal
66	2	222	tool
72	2	203	tool
78	2	102	animal
84	2	210	tool
90	2	109	animal
96	2	116	animal
102	2	124	animal
108	2	218	tool
114	2	127	animal
120	2	113	animal
126	2	212	tool
132	2	213	tool
138	2	222	tool
144	2	213	tool
150	2	210	tool
156	2	203	tool
162	2	113	animal
168	2	127	animal
174	2	222	tool
180	2	212	tool
186	2	109	animal
192	2	124	animal
198	2	116	animal
204	2	218	tool
210	2	102	animal
216	2	213	tool
222	2	109	animal
228	2	203	tool
234	2	124	animal
240	2	222	tool
246	2	218	tool
252	2	102	animal
258	2	116	animal
264	2	212	tool
270	2	113	animal
276	2	210	tool
282	2	127	animal
