onset	duration	stimulus	Var4
4	2	121	animal
12	2	107	animal
20	2	229	tool
24	2	208	tool
28	2	205	tool
32	2	220	tool
36	2	129	animal
44	2	103	animal
52	2	211	tool
56	2	202	tool
60	2	122	animal
64	2	123	animal
76	2	211	tool
80	2	208	tool
88	2	202	tool
92	2	129	animal
96	2	205	tool
100	2	121	animal
108	2	103	animal
116	2	122	animal
120	2	123	animal
124	2	107	animal
128	2	229	tool
132	2	220	tool
148	2	122	animal
152	2	229	tool
160	2	107	animal
168	2	211	tool
172	2	121	animal
176	2	205	tool
184	2	129	animal
188	2	220	tool
192	2	103	animal
196	2	123	animal
200	2	202	tool
204	2	208	tool
220	2	103	animal
224	2	202	tool
232	2	229	tool
236	2	123	animal
240	2	121	animal
244	2	107	animal
248	2	208	tool
252	2	129	animal
268	2	205	tool
272	2	211	tool
276	2	220	tool
280	2	122	animal
