onset	duration	stimulus	Var4
0	2	227	tool
8	2	124	animal
16	2	125	animal
24	2	119	animal
32	2	220	tool
40	2	116	animal
48	2	221	tool
56	2	111	animal
64	2	213	tool
72	2	223	tool
80	2	222	tool
88	2	128	animal
96	2	223	tool
104	2	128	animal
112	2	213	tool
120	2	124	animal
128	2	222	tool
136	2	119	animal
144	2	227	tool
152	2	111	animal
160	2	221	tool
168	2	116	animal
176	2	125	animal
184	2	220	tool
192	2	213	tool
200	2	220	tool
208	2	124	animal
216	2	125	animal
224	2	221	tool
232	2	223	tool
240	2	111	animal
248	2	119	animal
256	2	128	animal
264	2	116	animal
272	2	222	tool
280	2	227	tool
