onset	duration	stimulus	Var4
4	2	104	animal
16	2	118	animal
20	2	115	animal
24	2	230	tool
28	2	121	animal
32	2	120	animal
36	2	211	tool
40	2	102	animal
44	2	206	tool
52	2	203	tool
56	2	217	tool
60	2	226	tool
76	2	211	tool
80	2	115	animal
88	2	206	tool
96	2	120	animal
100	2	230	tool
108	2	203	tool
112	2	217	tool
120	2	102	animal
124	2	104	animal
128	2	226	tool
132	2	118	animal
136	2	121	animal
148	2	226	tool
156	2	121	animal
160	2	102	animal
172	2	104	animal
176	2	118	animal
180	2	115	animal
184	2	120	animal
188	2	217	tool
192	2	211	tool
200	2	203	tool
204	2	206	tool
208	2	230	tool
220	2	211	tool
224	2	104	animal
232	2	230	tool
236	2	120	animal
240	2	115	animal
244	2	118	animal
248	2	121	animal
252	2	226	tool
256	2	203	tool
260	2	102	animal
272	2	206	tool
280	2	217	tool
