onset	duration	stimulus	Var4
4	2	230	tool
16	2	217	tool
24	2	102	animal
28	2	203	tool
32	2	206	tool
40	2	118	animal
44	2	226	tool
48	2	211	tool
52	2	120	animal
56	2	115	animal
60	2	104	animal
64	2	121	animal
76	2	102	animal
80	2	120	animal
84	2	118	animal
88	2	104	animal
92	2	217	tool
100	2	230	tool
104	2	206	tool
108	2	115	animal
112	2	226	tool
124	2	121	animal
132	2	211	tool
136	2	203	tool
148	2	230	tool
152	2	121	animal
156	2	226	tool
164	2	206	tool
168	2	120	animal
172	2	217	tool
176	2	102	animal
184	2	104	animal
188	2	203	tool
196	2	115	animal
204	2	118	animal
208	2	211	tool
224	2	211	tool
228	2	217	tool
232	2	230	tool
240	2	121	animal
244	2	120	animal
256	2	226	tool
260	2	203	tool
264	2	104	animal
268	2	118	animal
272	2	206	tool
276	2	102	animal
280	2	115	animal
