onset	duration	stimulus	Var4
0	2	119	animal
8	2	227	tool
16	2	111	animal
24	2	220	tool
32	2	116	animal
40	2	125	animal
48	2	124	animal
56	2	222	tool
64	2	128	animal
72	2	213	tool
80	2	221	tool
88	2	223	tool
96	2	119	animal
104	2	227	tool
112	2	220	tool
120	2	111	animal
128	2	116	animal
136	2	221	tool
144	2	128	animal
152	2	124	animal
160	2	223	tool
168	2	213	tool
176	2	222	tool
184	2	125	animal
192	2	222	tool
200	2	111	animal
208	2	125	animal
216	2	223	tool
224	2	220	tool
232	2	227	tool
240	2	124	animal
248	2	116	animal
256	2	119	animal
264	2	221	tool
272	2	213	tool
280	2	128	animal
