onset	duration	stimulus	Var4
8	2	126	animal
12	2	222	tool
16	2	214	tool
20	2	212	tool
24	2	101	animal
28	2	105	animal
40	2	103	animal
48	2	226	tool
52	2	224	tool
56	2	120	animal
60	2	221	tool
64	2	111	animal
76	2	103	animal
80	2	120	animal
84	2	226	tool
88	2	101	animal
92	2	126	animal
96	2	214	tool
108	2	111	animal
112	2	212	tool
116	2	105	animal
124	2	221	tool
128	2	222	tool
136	2	224	tool
152	2	212	tool
164	2	214	tool
168	2	224	tool
172	2	101	animal
176	2	120	animal
180	2	221	tool
184	2	126	animal
188	2	226	tool
192	2	103	animal
196	2	105	animal
200	2	222	tool
208	2	111	animal
220	2	226	tool
224	2	111	animal
232	2	103	animal
236	2	120	animal
240	2	101	animal
248	2	224	tool
252	2	221	tool
256	2	126	animal
260	2	105	animal
264	2	222	tool
276	2	214	tool
280	2	212	tool
