onset	duration	stimulus	Var4
0	2	108	animal
6	2	109	animal
12	2	229	tool
18	2	117	animal
24	2	201	tool
30	2	218	tool
36	2	215	tool
42	2	225	tool
48	2	130	animal
54	2	119	animal
60	2	128	animal
66	2	211	tool
72	2	128	animal
78	2	119	animal
84	2	211	tool
90	2	130	animal
96	2	201	tool
102	2	218	tool
108	2	215	tool
114	2	108	animal
120	2	225	tool
126	2	109	animal
132	2	229	tool
138	2	117	animal
144	2	109	animal
150	2	201	tool
156	2	218	tool
162	2	128	animal
168	2	211	tool
174	2	130	animal
180	2	229	tool
186	2	215	tool
192	2	225	tool
198	2	117	animal
204	2	119	animal
210	2	108	animal
216	2	117	animal
222	2	218	tool
228	2	109	animal
234	2	201	tool
240	2	130	animal
246	2	215	tool
252	2	108	animal
258	2	119	animal
264	2	128	animal
270	2	211	tool
276	2	225	tool
282	2	229	tool
