onset	duration	stimulus	Var4
0	2	125	animal
8	2	228	tool
16	2	116	animal
24	2	113	animal
32	2	204	tool
40	2	106	animal
48	2	213	tool
56	2	205	tool
64	2	203	tool
72	2	127	animal
80	2	118	animal
88	2	208	tool
96	2	203	tool
104	2	118	animal
112	2	204	tool
120	2	127	animal
128	2	205	tool
136	2	106	animal
144	2	208	tool
152	2	113	animal
160	2	213	tool
168	2	228	tool
176	2	125	animal
184	2	116	animal
192	2	106	animal
200	2	127	animal
208	2	208	tool
216	2	213	tool
224	2	125	animal
232	2	228	tool
240	2	205	tool
248	2	113	animal
256	2	203	tool
264	2	204	tool
272	2	116	animal
280	2	118	animal
