onset	duration	stimulus	Var4
0	2	124	animal
8	2	104	animal
16	2	227	tool
24	2	219	tool
32	2	121	animal
40	2	128	animal
48	2	114	animal
56	2	206	tool
64	2	105	animal
72	2	209	tool
80	2	213	tool
88	2	201	tool
96	2	114	animal
104	2	206	tool
112	2	219	tool
120	2	121	animal
128	2	209	tool
136	2	104	animal
144	2	105	animal
152	2	227	tool
160	2	213	tool
168	2	201	tool
176	2	124	animal
184	2	128	animal
192	2	219	tool
200	2	128	animal
208	2	114	animal
216	2	227	tool
224	2	104	animal
232	2	209	tool
240	2	206	tool
248	2	124	animal
256	2	201	tool
264	2	121	animal
272	2	213	tool
280	2	105	animal
