onset	duration	stimulus	Var4
4	2	111	animal
8	2	129	animal
20	2	220	tool
24	2	202	tool
28	2	126	animal
32	2	113	animal
40	2	224	tool
44	2	119	animal
52	2	223	tool
56	2	207	tool
60	2	125	animal
64	2	226	tool
76	2	129	animal
84	2	111	animal
92	2	125	animal
96	2	202	tool
100	2	224	tool
108	2	113	animal
112	2	220	tool
116	2	207	tool
124	2	223	tool
128	2	226	tool
132	2	126	animal
136	2	119	animal
152	2	223	tool
156	2	129	animal
160	2	224	tool
164	2	226	tool
168	2	126	animal
172	2	111	animal
176	2	125	animal
180	2	207	tool
184	2	113	animal
188	2	119	animal
196	2	202	tool
204	2	220	tool
220	2	111	animal
224	2	223	tool
228	2	224	tool
232	2	125	animal
244	2	220	tool
248	2	126	animal
252	2	226	tool
260	2	202	tool
264	2	129	animal
268	2	113	animal
272	2	119	animal
280	2	207	tool
