onset	duration	stimulus	Var4
0	2	201	tool
8	2	114	animal
16	2	121	animal
24	2	105	animal
32	2	213	tool
40	2	206	tool
48	2	227	tool
56	2	128	animal
64	2	104	animal
72	2	124	animal
80	2	209	tool
88	2	219	tool
96	2	104	animal
104	2	114	animal
112	2	201	tool
120	2	128	animal
128	2	105	animal
136	2	206	tool
144	2	124	animal
152	2	227	tool
160	2	121	animal
168	2	213	tool
176	2	219	tool
184	2	209	tool
192	2	227	tool
200	2	114	animal
208	2	213	tool
216	2	104	animal
224	2	128	animal
232	2	124	animal
240	2	105	animal
248	2	219	tool
256	2	121	animal
264	2	201	tool
272	2	206	tool
280	2	209	tool
